Data ID,Sentences,Turk Label
CA-IW1-00047542,<Mario Moretti> then shot <him> eleven times in the chest.,
CA-IW1-00004369,"A number of authors remarked on this explicitly, e.g. Cicero's taunt that <the populist politician Publius Clodius Pulcher> had changed <his> name from""Claudius""to ingratiate <himself> with the masses.",
CA-IW1-00038599,In 1932 a number of <Heydrich 's> enemies began to spread rumours of <his> alleged Jewish ancestry.,
CA-IW1-00005316,"<He> called Thomas' comments a "" diversionary tactic "" and said "" <I> thought we were past that stage . """,
CA-IW1-00000816,"The gameplay standards established in earlier Sierra adventure games were enhanced by <the player 's> ability to choose <<his> character 's> career path from among the three traditional role - playing game backgrounds: fighter, magic - user / wizard and thief.",
CA-IW1-00041395,<Ruhland <himself>> later reported to Stern that <his> deposition was prepared in cooperation with police.,
CA-IW1-00014576,"<Sly> has openly stated <he> was influenced to create this style by listening to American drummer Earl Young as well as other disco and R&B drummers in the early to mid-1970s, as stated in the book "" Wailing Blues "".",
CA-IW1-00009835,"In the words of <Aristotle>, in <his> essay Rhetoric, rhetoric is ""...the faculty of observing in any given case the available means of <persuasion>. """,
CA-IW1-00047049,"In <his> novel, <Orwell> writes, "" He who controls the present, controls the past.",
CA-IW1-00035593,<Skills> <He> usually adopts a nondescript alias and toils at low - paying menial jobs (i.e. those that required no ID or security checks) in order to survive.,
CA-BOO-00023518,"<Alec 's> established clear dominance to everyone else here, but <he> still probably couldn't make <his> gentler rules stick if it weren't for the fact that Isaac backs <him> almost without question . """,
CA-BOO-00026877,"“ <Nope>, it's going to haunt <you> for the rest of <your> life . ” <He> made ghost sounds.",
CA-BOO-00000292,Cindy:   <One moment> (writes it down and hands it to <him>).,
CA-BOO-00039990,""" <I>'m sorry, [sweetheart], "" <he> told [her], scooting closer and putting <his> arms around [her] tentatively.",
CA-BOO-00024150,<Mr. Paterson> was still too new to know what <he> was dealing with.,
CA-BOO-00046204,"While undue bloodshed can disqualify you, a single death during the tournament is not unusual . ” While <the Grand Marshal> spoke, <he> did not look at the audience.",
CA-BOO-00005076,"The more important question was, “ When? ” <He> grimaced at <my> disrespectful manner.",
CA-BOO-00009168,"For <my power>? ” <He> shook his head, mystified.",
CA-BOO-00019293,"<Britney> slammed <her> tray down, but my listless gaze didn't move from the vacant corner where Brandon usually sat.",
CA-BOO-00006771,"<She> was much smaller than <I> had thought, slipping easily under <my> arm.",
CA-BOO-00006591,"No part of me wanted to surrender to my mother ’s killers, but I could not make <Chevelle> suffer more than <he> already had.",
CA-BOO-00047305,"As <India ’s Freedom Movement> worked to awaken the population to the possibility of independence from foreign rule and <its> Green Revolution worked to awaken farmers to the possibilities of higher productivity, the future lies in awakening each individual in society to <his> or her own greater human potential.",
CA-BOO-00015327,"<An arm> reached around, pinning <her> staff and hands against <her> chest.",
CA-BOO-00014555,<Antonil Copernus> was quiet as <he> gazed at the town.,
CA-BOO-00012757,"<Aurelia> fell for the feint and brought <her> staff up high, leaving <her> lower half exposed.",
CA-BOO-00036336,"<Caught> up in the evening's enchantment, <she> gazed up into <his> eyes, hoping <he>'d kiss <her> again.",
CA-BOO-00023083,"Forty minutes later I handed <Mrs. Campbell> a completed test, and got the extreme pleasure of watching <her> grade <it> and write a large, crimson' A' on the front page.",
CA-BOO-00036165,"<She> shook <her> head, telling <her> cousin, "" <I>'m not stupid, Tom--<I> know how easy it is to get drunk . """,
CA-BOO-00046029,<Doi’van> nodded next to <her>.,
CA-BOO-00016912,"<Even> if they weren't, <she> was probably right about not getting my hopes up.",
CA-BOO-00022969,"<Mrs. Campbell> was the only teacher who'd taken an active interest in <my> wellbeing, but <I> could see <his> point.",
CA-BOO-00010027,"<Its> rank claws touched <his> face, turning the sweat on <his> brow to ice.",
CA-BOO-00017234,<Britney> was waiting outside with <her> heater going full blast.,
CA-BOO-00026359,"Let's get a move on and leave <this small, damp cave>. ” I shrugged and followed <her> out.",
CA-BOO-00021466,"<He> didn't look any different than normal, in fact if <I>'d been standing forty or fifty feet away from <him> <I>'d probably have still thought <he> was just as calm and in control as always.",
CA-BOO-00020907,"I wanted to disagree, to go into detail about why my life had just taken a turn for the worse, but <something about <his> manner> was suddenly distant.",
CA-BOO-00042603,"And <he> has a very good job with-- "" "" <I> don't care, John.",
CA-BOO-00044250,"The rest of the dinner quickly wrapped up, and <Van’dret> soon found <himself> caught up in thought as <he> journeyed down several floors to the Great Hall that served as the gathering place for the other Immortalist in residence in the city.",
CA-BOO-00027510,"<Her> face was determined, but <I> saw <her> eyes flicker.",
CA-BOO-00042130,"To <Marie 's> amazement, after <her> father had bathed, shaved, and dressed, <he> rejoined them in the living room with a cup of coffee.",
CA-BOO-00014142,"<The naked elf> rose, <his> eyes burning with red rage.",
CA-BOO-00023086,"<Dominic 's> gentle smile wasn't quite as enthusiastic, but I already knew <her> subdued reaction wasn't any less heartfelt.",
CA-BOO-00043832,<Choose>! ” <Audrian> just stood there looking at <him>.,
CA-BOO-00028678,"Maybe <her> reason for keeping <her> distance, physical and otherwise, was hygienic concern for <my> health.",
CA-BOO-00012020,<Aurelia> crossed the distance between them and placed <her> hand across <his> mouth to shut <him> up.,
CA-BOO-00030248,"<BG>:  	 Fuck <him>, you know?",
CA-BOO-00035268,<Officer White> and <his> Sergeant entered the room and sat opposite us.,
CA-BOO-00007441,You do n’t understand … ” <Something> flickered in <his> eyes.,
CA-BOO-00010879,<One> had a readied bow aimed at <his> neck.,
CA-BOO-00018190,"<Mrs. Campbell> wasn't as pale as <she>'d been when <she>'d left, but <she> still looked unsettled and more than a little unhappy, presumably with both whatever had caused <her> to leave so quickly, and the fact that <she>'d come back to a class where almost nobody had been doing anything productive.",
CA-BOO-00021095,<Almost> against my will I found myself pressing up against <him> so I could drink in the scent.,
CA-BOO-00007446,"Anvil had stood before <the man>, but any one of them could have snapped <his> spine.",
CA-BOO-00040799,"<Stroking Marie 's> hair, <he> pressed a final kiss to <her> lips.",
CA-BOO-00015474,"<Some of it> went into <his> lungs, but <he> kept them still.",
CA-BOO-00006388,I tried to slow <my horse> but no longer had control of <him>.,
CA-BOO-00007058,"“ <A hawk>? ” <She> appeared abashed for a moment and then simply shrugged, smiling.",
CA-BOO-00032512,"I mean, I loved <the guy>, but I saw where <he> was, where <he> ’d always been, how <he> ’d been treated like [a second class citizen] [his] whole life — I mean, we could n’t even go into some restaurants together, still, at that late date.",
CA-BOO-00003081,<My> biggest failure in life was not having listened to <his> wise words.,
CA-BOO-00045644,"Your body is far stronger than theirs, but not as strong as Night Bronze or Mithril . ” <Doi’van> shook <his> head.",
CA-BOO-00018940,"<Britney> almost tripped over <herself> assuring Brandon that we were still the best of friends, and <she> wouldn't even think of leaving me without a ride.",
CA-BOO-00028976,"When <he> asked if we would be looking for work in Miami and we said probably, <he> nodded and chucked <my> arm.",
CA-BOO-00014679,"“ I have to see <Aurelia>, ” <he> told <his> brother, who nodded in understanding.",
CA-BOO-00040915,"Nuzzling <his> ear, she told <him>, "" It's probably wrong for <me> to tell <you> these things.",
CA-BOO-00023618,"<Slowly>, and with extra care, as if a careless action would leave <him> crumpled on the floor, racked with pain.",
CA-BOO-00006863,"Can you imagine the shock when they found <my mother> was his intended? ” <She> laughed, but <her> audience was quiet.",
CA-BOO-00040958,<Quietly> crying into <her> pillow.,
CA-BOO-00006213,"It was days before I spoke to <Chevelle> again, though <he> did <n’t> seem to mind the lack of conversation.",
CA-BOO-00021939,"<He> made it very clear the last time <I> saw <him>. """,
CA-BOO-00026407,<The snake> had wrapped around <his> neck and was squeezing.,
CA-BOO-00045681,<Doi’van> and <he> had discussed the best approach.,
CA-BOO-00012886,“ You have heard the voice of <the dark god <himself>>.,
CA-BOO-00013016,"<Aurelia> stared at <Harruq> for a while, <her> eyes probing.",
CA-BOO-00023172,"Should you or <your dominant> wish to push things further, I guarantee that your heart will decorate the floor before <he> can come to your aid . """,
CA-BOO-00013709,<The big half - orc> let <his> gaze drop to the floor.,
CA-BOO-00000820,"<Jim – Hard> to say, this has got to be more harmless than some of the other things <he> was doing though.",
CA-BOO-00034442,<He> started rambling something about how <I> did n’t like <him> or respect <him> and <I> quickly claimed <I> did.,
CA-BOO-00009143,"<Our> lips touched and <he> gasped, and then the breath turned to a low moan.",
CA-BOO-00043232,<Rodregas> would cut the hair short when <he> had a chance.,
CA-BOO-00011613,"While he seemed calm, <the man in black> did not miss how <his> eyes still refused to meet <his>.",
CA-BOO-00014768,"<Sergan> turned and started barking orders, all <his> calm and politeness vanishing.",
CA-BOO-00045006,<Rodregas> quickly grabbed it as <he> made some room and switched <his> short sword to <his> right and the shield to <his> left.,
